palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
magazine;magizine;4;11;5;6;83;imagined;imagine;imagine;imagine;rhizine
magical;majical;1;10;1;22;21;magical;majolica;magical;tical;tical
magnificent;amognifisent;1;47;6;2;49;magnificent;manifestoing;homogenise;wisent;wisent
magnificent;macfvicent;4;87;16;35;25;maleficent;cevitamic;accent;vicenza;vicenza
magnificent;macgnefsent;184;37;69;4302;96904;ignescent;enfacements;manent;nefs;nefs
magnificent;mackniffer;301;1359;910;2674;96883;niffered;mafficker;niffer;niffer;niffer
magnificent;macknifisent;4;3;1;38;315;cocknifies;somnifacient;magnificent;cocknified;cocknified
magnificent;macnefcent;33;84;157;358;349;macneice;enfacement;macneice;macneice;macneice
magnificent;macnifacent;3;16;1;42;478;boniface;anamnestic;magnificent;boniface;boniface
magnificent;macnifcent;2;1;1;6;347;munificent;magnificent;magnificent;cent;cent
magnificent;macnifecent;2;19;1;31;418;indecent;magnificence;magnificent;decent;decent
magnificent;macniffecent;2;33;1;39;512;indecent;magnificence;magnificent;decent;decent
magnificent;macnificent;2;1;1;2;2;munificent;magnificent;magnificent;munificent;munificent
magnificent;macnivesent;1340;1923;413;6357;97064;resentive;incasement;resentive;resentive;knives
magnificent;macnivisent;315;129;306;7443;97046;avisement;manneristic;divinise;wisent;wisent
magnificent;madniest;97426;16733;10046;100142;97371;canniest;mediants;awniest;awniest;awniest
magnificent;madnifisent;4;130;1;31;266;disentail;antimonides;magnificent;wisent;wisent
magnificent;madnuvisen;97103;18766;7218;99595;96840;nomadise;amundsen;advise;vise;vise
magnificent;mafnificent;2;1;1;2;2;munificent;magnificent;magnificent;munificent;munificent
magnificent;magaficent;1;17;1;1;4;magnificent;emaciating;magnificent;magnificent;beneficent
magnificent;magenifent;11;15;2;44;96990;magentas;emendating;magenta;magenta;magen
magnificent;magenivisened;1179;2866;752;8716;97262;mutagenised;envisagement;mutagenised;agene;magen
magnificent;magfifnt;41;191;1;308;96745;magnetic;fumigant;magnificent;hagfish;hagfish
magnificent;magfinent;16;3;12;251;96854;imminent;entaming;manent;eminent;eminent
magnificent;magicent;1;89;2;4;32;magnificent;magnetic;magic;magic;magic
magnificent;magifacent;2;17;1;39;532;ventifact;emaciating;magnificent;jacent;jacent
magnificent;magificent;1;1;1;1;2;magnificent;magnificent;magnificent;magnificent;munificent
magnificent;magififiance;21;28;20;681;97135;affiance;facsimileing;fiance;fiance;fiance
magnificent;maginfacton;219;54;10454;4018;96970;factoring;magnification;acton;acton;acton
magnificent;maginffsent;26;43;145;331;97018;imagines;manifesting;endamaging;imagine;imagine
magnificent;maginficant;66;8;54;677;97184;significant;magnificat;magical;significant;significant
magnificent;maginficent;1;1;1;1;5;magnificent;magnificent;magnificent;magnificent;inficete
magnificent;maginifance;46;2;26;778;97219;imagining;magnetician;managing;imagining;imagining
magnificent;maginificant;20;14;6;33;145;significant;magnification;magnifical;significant;significant
magnificent;maginificent;1;1;1;1;2;magnificent;magnificent;magnificent;magnificent;munificent
magnificent;magmificant;18;26;5;88;765;magnificat;magnificat;magnifical;significant;significant
magnificent;magnaficent;1;2;1;1;1;magnificent;magnetician;magnificent;magnificent;magnificent
magnificent;magnefesant;99;609;307;255;246;magnesian;managements;magnes;besant;besant
magnificent;magnefesed;96918;9807;1479;174;167;magneses;defenseman;magneses;magneses;magnes
magnificent;magneficant;21;2;6;121;572;magnetical;magnetician;magnetical;venefical;venefical
magnificent;magneficent;1;1;1;2;6;magnificent;magnificent;magnificent;beneficent;beneficent
magnificent;magnefisent;28;143;7;88;385;magnetise;ingeminates;magnetise;magnetise;magnes
magnificent;magnefist;99;334;142;240;219;magnetist;feasting;magnetist;magnetist;magnes
magnificent;magnefsant;87;226;160;237;232;magnesia;manganates;magnesian;magnes;magnes
magnificent;magneicent;1;38;1;1;4;magnificent;cementing;magnificent;magnificent;seicento
magnificent;magneisent;55;1406;43;99;375;magnetise;ingeminates;magnetise;magnetise;gneiss
magnificent;magnesficient;11;4;3;40;500;deficient;miscegenating;beneficient;deficient;deficient
magnificent;magnfacant;29;27;167;374;351;agacante;manganate;agacant;acanth;acanth
magnificent;magnfigant;38;118;9;209;193;fumigant;flamingant;malignant;fumigant;fumigant
magnificent;magnicfent;1;1;1;1;17;magnificent;magnificent;magnificent;magnificent;magnify
magnificent;magnicificent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnicifient;1;1;1;5;47;magnificent;magnificent;magnificent;magnified;magnified
magnificent;magnicsend;8;693;1;21;17;magnetics;damascening;magnificent;magnify;magnify
magnificent;magnictat;14;1539;24;43;37;nictated;masticating;nictate;nictate;nictate
magnificent;magniefecent;1;3;1;1;1;magnificent;enfacement;magnificent;magnificent;magnificent
magnificent;magnieficent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnifacent;1;2;1;1;1;magnificent;magnetician;magnificent;magnificent;magnificent
magnificent;magnifacet;11;17;2;20;20;magnific;emaciating;magnify;magnify;magnify
magnificent;magnifacian;8;19;58;22;19;magnific;affiancing;maniac;magnify;magnify
magnificent;magnifactent;1;6;1;2;15;magnificent;catenating;magnificent;magnify;magnify
magnificent;magnifance;10;7;3;16;15;magnificence;malignance;magnificence;magnify;magnify
magnificent;magnifas;16;3417;16;15;15;magnific;falangism;magnify;magnify;magnify
magnificent;magnifasant;5;430;2;15;15;magnificat;afghanistan;magnify;magnify;magnify
magnificent;magnifasent;1;101;1;2;15;magnificent;manganites;magnificent;magnify;magnify
magnificent;magnifasint;8;95;3;15;15;magnific;anatomising;magnifying;magnify;magnify
magnificent;magnifasont;7;1097;3;15;15;magnificat;antagonism;magnify;magnify;magnify
magnificent;magnifatcent;1;6;1;1;1;magnificent;catenating;magnificent;magnificent;magnificent
magnificent;magnifcant;6;11;5;15;15;magnific;flamingant;magnifical;magnify;magnify
magnificent;magnifcent;1;1;1;1;2;magnificent;magnificent;magnificent;magnificent;magnify
magnificent;magnifecen;1;6;1;2;15;magnificent;magnificence;magnificent;magnify;magnify
magnificent;magnifecent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnifecient;1;1;1;2;15;magnificent;magnificent;magnificent;magnify;magnify
magnificent;magnifecint;2;1;3;15;15;magnific;magnificent;magnifying;magnify;magnify
magnificent;magnifecite;7;2;31;17;16;magnific;ferrimagnetic;magnify;magnify;magnify
magnificent;magnifercent;1;18;1;1;1;magnificent;fermenting;magnificent;magnificent;magnificent
magnificent;magnifersent;2;691;2;3;16;magnifiers;regainments;magnifiers;magnifiers;magnify
magnificent;magnifesamt;11;894;29;16;15;magnifies;magnetism;magnifies;magnify;magnify
magnificent;magnifesant;5;101;9;17;15;magnifies;manganites;manifest;magnify;magnify
magnificent;magnifesent;1;143;1;2;15;magnificent;ingeminates;magnificent;magnify;magnify
magnificent;magnifest;18;334;38;23;23;manifest;feasting;manifest;magnify;magnify
magnificent;magnifet;10;43;20;15;15;magnific;figment;magnify;magnify;magnify
magnificent;magniffcent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magniffecent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magniffencete;2;7;2;25;19;magnificence;effacement;magnificence;magnificence;magnify
magnificent;magniffesunt;2;123;3;17;15;magnifies;manifesting;magnifies;magnify;magnify
magnificent;magniffiance;15;3;5;27;26;affiance;affiancing;magnificence;affiance;affiance
magnificent;magnifficent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnifhent;1;7;1;2;15;magnificent;antheming;magnificent;magnify;magnify
magnificent;magnific;6;18;6;6;6;magnific;magnific;magnific;magnific;magnific
magnificent;magnificant;10;8;5;13;13;magnificat;magnificat;magnifical;magnifical;magnifical
magnificent;magnificante;6;2;5;13;13;magnificat;magnetician;magnifical;magnifical;magnifical
magnificent;magnificat;8;20;9;9;9;magnificat;magnificat;magnificat;magnificat;magnificat
magnificent;magnificate;10;7;12;11;11;magnificat;emaciating;magnificat;magnificat;magnificat
magnificent;magnificeint;1;1;1;2;2;magnificent;magnificent;magnificent;magnific;magnific
magnificent;magnificen;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnificence;2;2;2;2;2;magnificence;magnificence;magnificence;magnificence;magnificence
magnificent;magnificense;1;5;1;1;1;magnificent;magnificence;magnificent;magnificent;magnificent
magnificent;magnificiant;6;14;2;6;6;magnific;magnification;magnific;magnific;magnific
magnificent;magnificiante;3;3;2;6;6;magnific;magnification;magnific;magnific;magnific
magnificent;magnificience;4;6;2;11;11;magnificence;magnificence;magnificence;magnificence;magnific
magnificent;magnificient;1;1;1;2;6;magnificent;magnificent;magnificent;magnific;magnific
magnificent;magnificint;4;3;2;6;6;magnific;magnification;magnific;magnific;magnific
magnificent;magnificunt;4;4;2;6;6;magnific;acuminating;magnific;magnific;magnific
magnificent;magnifiecent;1;1;1;1;5;magnificent;magnificent;magnificent;magnificent;magnified
magnificent;magnifince;7;1;3;14;13;magnific;magnificent;magnificence;magnific;magnific
magnificent;magnifinset;6;9;15;13;12;magnifies;manifesting;magnific;magnific;magnific
magnificent;magnifisance;11;9;4;16;13;magnific;magneticians;magnificence;magnific;magnific
magnificent;magnifisant;10;95;2;13;12;magnific;anatomising;magnific;magnific;magnific
magnificent;magnifisante;8;25;2;13;12;magnifies;manifesting;magnific;magnific;magnific
magnificent;magnifiscant;7;19;5;14;12;magnific;fascinating;magnifical;magnific;magnific
magnificent;magnifiscent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnifisen;8;28;2;13;13;magnifies;manifesting;magnific;magnific;magnific
magnificent;magnifisence;8;5;2;14;13;magnificence;magnificence;magnificence;magnificence;magnific
magnificent;magnifisend;9;101;2;13;12;magnified;infamonised;magnific;magnific;magnific
magnificent;magnifisent;1;9;1;2;12;magnificent;manifesting;magnificent;magnific;magnific
magnificent;magnifist;11;213;13;13;13;magnific;giantism;magnific;magnific;magnific
magnificent;magnifisunt;10;94;2;13;12;magnific;fulminating;magnific;magnific;magnific
magnificent;magnifit;11;23;13;13;13;magnific;fumigating;magnific;magnific;magnific
magnificent;magnifitent;1;2;1;2;12;magnificent;festinating;magnificent;magnific;magnific
magnificent;magnifocent;1;3;1;1;1;magnificent;centimorgan;magnificent;magnificent;magnificent
magnificent;magnifous;97054;9694;19;15;15;magnific;foamings;magnify;magnify;magnify
magnificent;magnifscent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnifsent;1;34;1;2;15;magnificent;manifesting;magnificent;magnify;magnify
magnificent;magnifsint;10;29;3;15;15;magnific;manifesting;magnify;magnify;magnify
magnificent;magnifsit;13;213;21;15;15;magnific;giantism;magnify;magnify;magnify
magnificent;magnifsted;8;785;25;15;15;demagnify;defamings;magnified;magnify;magnify
magnificent;magnigicient;1;15;1;14;68;magnificent;enigmatising;magnificent;deficient;deficient
magnificent;magnigifence;9;3;2;33;33;magnificence;magnificence;magnificence;magnificence;fence
magnificent;magnilalid;97053;10497;171;24;21;magnifical;dialling;maligning;magnify;magniloquent
magnificent;magnipasint;7;1375;14;22;17;agnising;anatomising;agnising;magnify;magnify
magnificent;magniphsent;1;1858;1;1;17;magnificent;gentlemanship;magnificent;magnificent;magnify
magnificent;magnisant;13;2861;32;39;32;cognisant;antagonism;cognisant;cognisant;cognisant
magnificent;magniseft;16;334;131;39;29;magnetise;feasting;agnise;agnise;agnise
magnificent;magnisfcent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;magnisifant;8;95;2;31;22;agnising;anatomising;magnify;agnising;agnising
magnificent;magnisivent;2;195;1;4;47;agnising;negativism;magnificent;agnising;agnising
magnificent;magnisphant;37;5515;39;61;45;phantasm;phantasying;sphagnum;agnise;agnise
magnificent;magnisvisen;11;1074;19;40;21;magnifies;geminians;agnise;agnise;agnise
magnificent;magniucent;1;29;1;1;2;magnificent;unmagnetic;magnificent;magnificent;lucent
magnificent;magnivasent;1;1475;1;1;17;magnificent;manganites;magnificent;magnificent;magnify
magnificent;magnivesent;2;1890;4;6;49;resentive;envisagement;resentive;resentive;knives
magnificent;magnivicent;1;2;1;1;1;magnificent;magnetician;magnificent;magnificent;magnificent
magnificent;magnivisant;9;1103;34;29;23;cognisant;anatomising;cognisant;cognisant;disant
magnificent;magnivisont;8;1712;28;27;21;magnuson;somniating;magnuson;vison;vison
magnificent;magnivsorn;96896;20077;51;20;17;magnifiers;amornings;magnify;magnify;magnify
magnificent;magsftin;643;924;7497;3251;96779;shafting;fumigants;mags;mags;mags
magnificent;magshend;96949;27253;459;2815;96799;shending;gadsmen;shend;shend;shend
magnificent;magtifance;197;17;93;2814;97081;affiance;emaciating;faceman;ance;ance
magnificent;maknifisert;70;1755;229;389;362;cocknifies;misfeaturing;germanise;knifing;knifing
magnificent;maknivison;96880;9288;8089;98079;96921;nativism;insomnia;vison;vison;vison
magnificent;mamesfictive;764;975;3040;4832;97492;maledictive;commiserative;fictive;fictive;fictive
magnificent;mamficit;110;90;448;1584;96901;deficits;miasmatic;deficit;deficit;deficit
magnificent;mancificent;2;1;1;2;2;munificent;magnificent;magnificent;munificent;munificent
magnificent;maneveit;97072;6959;42003;98924;96813;cleveite;avisement;janeite;cleveite;cleveite
magnificent;mangnicet;11;9;13;130;96830;manganic;unmagnetic;manganic;nicety;nicety
magnificent;mangnicfent;4;1;1;137;96805;manganic;magnificent;magnificent;manganic;fent
magnificent;manifecunte;288;49;261;5608;97141;manifest;tumefacient;manifested;manifest;manifest
magnificent;manificent;2;1;1;2;2;munificent;magnificent;magnificent;munificent;munificent
magnificent;manisient;1096;508;465;8484;97566;humanising;antimonies;manie;manis;manis
magnificent;manivent;1056;699;191;8105;97295;connivent;mannite;antivenin;niven;niven
magnificent;marcenty;202;6694;141;512;486;marcescent;mccartney;marcescent;marcescent;marcel
magnificent;masnfisant;97235;2360;1258;99555;96853;cognisant;tasmanians;mantissas;disant;disant
magnificent;matifance;97412;168;2025;102514;97528;cancelation;aircraftmen;fatima;ance;palmatifid
magnificent;matrafion;97885;12430;14467;103609;96860;latration;animator;filtration;matrass;matrass
magnificent;mayneset;97040;34654;50419;99841;96809;bonesets;mateyness;haynes;haynes;haynes
magnificent;megneficent;10;28;15;12;11;beneficent;cementing;beneficent;beneficent;beneficent
magnificent;menemsned;97059;43600;43706;100160;96792;tenements;demesne;mened;mened;mene
magnificent;mernisegat;98378;15852;70988;101359;97242;eternise;germinates;fraternise;eternise;eternise
magnificent;mevesesion;97636;89557;134941;103331;97244;eversion;demonetises;session;lesion;lesion
magnificent;mgnificent;1;1;1;1;1;magnificent;magnificent;magnificent;magnificent;magnificent
magnificent;mignfsant;97064;123;4656;98855;96827;fumigant;manifesting;migrant;sant;sant
magnificent;mignithsent;71;1256;210;338;97073;igniters;inmeshing;zeniths;ignite;ignite
magnificent;mucknesit;97030;12634;127017;100305;96868;muckiness;muckiest;sickness;homesickness;bruckner
magnificent;pmagnicificant;96812;40;5;14;20;magnifications;pacificating;magnifical;magnifical;magnifical
maid;made;173;272;1282;97207;96853;made;dame;made;made;made
mail;male;312;322;2058;97861;96908;male;alme;male;male;male
mail;mall;170;70;2379;98807;96955;mall;mall;mall;mall;mall
main;maine;3;43;3;3;5;maine;amine;maine;maine;maine
main;mane;354;289;2907;98518;96952;mane;amen;mane;mane;mane
main;many;133;74;1860;98184;96918;many;many;many;many;many
main;mine;309;197;3976;99417;97063;mine;mein;mine;mine;mine
mainly;manly;6;6;10;183;96966;manly;lynam;manly;manly;manly
mainly;mianly;23;1;256;166;96966;manly;mainly;manly;manly;ruffianly
maintain;mantain;97660;2;3;11;10;manta;lamantin;manta;manta;manta
maintenance;mainenance;1;1;1;1;2;maintenance;maintenance;maintenance;maintenance;penance
maintenance;maintainance;1;2;2;9;11;maintenance;magnetician;maintain;maintain;maintain
majority;magoroty;97118;177;91;98216;97059;protagoras;gastronomy;agorot;agorot;agorot
majority;majorty;97356;1;2;9;9;major;majority;major;major;major
make;mack;101;48;1408;97561;97030;mack;mack;mack;mack;mack
make;made;174;273;1294;97385;97031;made;dame;made;made;made
make;mak;2;10;2;2;97020;mak;kam;mak;mak;mak
make;mank;163;55;2069;98468;97025;manky;kaman;manky;manky;manky
make-up;mack_up;0;0;0;0;0;mack;mudpack;mack;mack;mack
makes;maks;10;7;22;20;97033;maks;maks;maks;maks;maks
making;macking;11;4;33;262;288;backing;mackling;smacking;smacking;smacking
making;makeing;1;7;1;25;97156;making;mafeking;making;pokeing;pokeing
malnutrition;manutriction;13;4;3;31;79;striction;circumnutation;nutrition;striction;striction
mama;mamma;10;6;5;67;97452;mamma;mamma;mamma;mamma;mamma
mama;moma;88;42;1047;98016;97374;momma;ammo;momma;mom;arithmomania
mammoth;mamoth;1;2;1;1;9;mammoth;mahomet;mammoth;mammoth;moth
man;main;138;44;758;98035;97458;main;amin;main;main;main
man;mann;4;10;4;4;97489;mann;mann;mann;mann;mann
man;men;97652;329;108906;98747;97442;men;men;men;men;men
man;nan;94;219;275;97676;97442;nan;ann;ana;nan;nan
manage;mange;18;15;37;661;97630;mange;magen;mange;mange;mange
manageable;managable;1;1;1;1;2;manageable;manageable;manageable;manageable;gable
managed;manged;14;6;19;133;97689;manged;manged;manged;manged;manged
management;managment;1;1;1;1;5;management;management;management;management;fragment
management;manegment;12;1;20;56;675;tegmenta;management;manent;segment;segment
manager;maneger;10;75;13;40;97534;manege;germane;manege;manege;manege
manager;manger;19;12;30;175;97742;manger;engram;manger;manger;manger
manipulation;maniputaltation;98131;2;1;1;5;micromanipulation;implantation;manipulation;manipulation;saltation
mankind;manknd;1;1;2;3;3;mankind;mankind;mand;manky;manky
manner;amnner;1;1;19;16;16;manner;manner;inner;inner;inner
manner;maner;1;15;1;18;97814;manner;marne;manner;mane;humaner
mannered;manerd;99152;67;14;71;97818;manner;manred;manner;humaner;humaner
manners;maners;1;8;1;5;97;manners;namers;manners;deaners;deaners
manners;manors;29;500;69;828;97831;manors;manors;manors;manors;manors
manoeuvre;manuveur;26;5;22;1351;97840;trouveur;maneuver;maneuver;trouveur;trouveur
mans;masn;95;1;766;98248;97810;mas;mans;mas;mas;a
manual;manuel;9;70;12;10;10;manuel;manuel;manuel;manuel;manuel
manually;manualy;98224;1;1;4;4;manual;manually;manually;manual;manual
manufactories;manufacturies;6;3;2;7;10;manufacture;manufactures;manufactures;manufacturing;manufacturing
manufacture;manafacture;1;1;1;3;4;manufacture;manufacture;manufacture;facture;facture
manufacturing;manufactoring;3;1;2;4;4;manufactories;manufacturing;manufactories;manufactories;manufactories
many;manny;2;5;2;75;97952;mann;nyman;mann;mann;mann
many;may;73;11;206;97965;97918;may;amy;may;may;may
many;memey;98000;5899;104893;98458;97924;meme;emmy;meme;meme;meme
many;meney;98191;476;115252;100341;97958;mene;enemy;mene;mene;mene
many;meny;92;59;1629;99257;97919;men;enemy;men;men;menyie
many;mony;116;49;1135;99080;97927;mony;mony;mony;mony;mony
map;mape;2;10;2;2;97934;ape;ampex;ape;ape;a
maple;mapel;14;3;94;84;97955;appel;ample;appel;lapel;lapel
marble;marable;3;5;11;190;99229;arable;amabel;arable;arable;arable
marble;marbel;5;3;15;14;14;barbel;ambler;barbel;barbel;barbel
marbles;marables;98972;3;4;35;499;parables;amblers;parables;parables;parables
marbles;marballs;98249;61;251;110;108;arbalest;balmorals;balls;balls;balls
march;mach;33;10;72;98587;98066;mach;cham;mach;mach;mach
margarine;magerine;140;245;195;615;573;algerine;germaine;mariner;algerine;algerine
margin;margain;2;13;6;45;45;bargain;alarming;bargain;bargain;bargain
margin;margen;20;141;48;40;44;margent;engram;margent;margent;margent
margin;margine;1;37;2;2;2;margin;germain;margined;margined;margined
marked;markt;7;134;6;4;4;mark;amtrak;mark;mark;mark
marriage;marrage;98795;5;4;16;169;barrage;aerogram;barrage;barrage;barrage
marriage;marrige;98923;4;1;7;7;arriage;armiger;marriage;married;married
married;madrri;2;2;14;189;98348;madrid;admirer;madrid;madras;madras
married;marid;26;51;47;739;98430;marid;mardi;marid;marid;marid
married;maried;1;15;1;4;94;married;admire;married;marie;marie
married;marred;8;6;17;77;76;marred;marred;marred;marred;marred
married;marriad;4;10;15;5;5;maria;radiogram;maria;marriage;marriage
married;marride;3;2;9;1;1;marid;admirer;marid;married;married
marry;marrie;33;750;53;54;60;married;admirer;married;married;married
marry;mary;2;9;2;87;98393;mary;army;mary;mary;mary
marvel;marval;11;16;12;6;6;arval;alarm;arval;arval;arval
marvellous;marvelous;3;2;2;3;5;marvelous;marvelous;marvelous;marvelous;marvelous
marvellous;movaless;98980;153;131335;103298;99309;rivaless;molasse;vales;rivaless;rivaless
marvelous;marvalous;1;2;1;2;19;marvelous;malarious;marvelous;arval;arval
marvelous;marvellous;3;3;2;4;6;marvellous;marvellous;marvellous;marvellous;marvellous
masculine;masculin;1;2;1;1;1;masculine;calumnies;masculine;masculine;masculine
mask;masked;7;84;10;10;12;masked;masked;masked;masked;masked
mask;mast;21;173;23;35;98743;mast;mast;mast;mast;mast
masks;marks;100;85;214;99042;98682;marks;marks;marks;marks;marks
mass;mas;7;32;7;6;98638;mas;mas;mas;mas;mas
master;mater;28;16;76;1144;99045;mater;armet;mater;mater;mater
masterpiece;masterpice;1;4;1;1;1;masterpiece;imprecates;masterpiece;masterpiece;masterpiece
mat;mate;9;33;9;13;98912;mate;mate;mate;mate;mate
mat;nat;72;568;106;99605;98775;nat;ant;nat;nat;nat
matador;materdoor;99447;497;20;2291;99196;doormats;moderator;doormat;mater;mater
match;mach;34;11;73;99342;98830;mach;cham;mach;mach;mach
matchboxes;match_boxes;1;1;1;1;1;matchboxes;matchboxes;matchboxes;matchboxes;matchboxes
matches;maches;11;8;23;194;195;aches;sachem;aches;aches;aches
mate;mat;3;8;3;3;98816;mat;mat;mat;mat;mat
material;matariel;240;2;522;2229;99308;dataries;armalite;ariel;ariel;dataries
material;materiel;3;77;10;6;5;materiel;eremital;materiel;materiel;materiel
material;matieral;537;2;77;3842;99506;floatier;armalite;matier;matier;matier
materially;maiteraly;234;2;24;6343;99226;literals;alimentary;literally;literal;literal
materially;maritialy;280;38;33;4693;99343;maritima;limitary;marialite;maritima;maritima
materially;martercle;1328;7642;1596;5931;99080;arteriole;calorimeter;smarter;smarter;smarter
materially;martially;30;3;38;143;131;martially;maritally;martially;martially;martially
materially;martirilly;189;51;229;4309;99175;martially;fritillary;artily;martially;frilly
materially;matarially;2;5;2;2;14;notarially;amatorially;maritally;notarially;notarially
materially;matearealy;30;18;25;530;379;nectareal;myrtaceae;maleate;areal;areal
materially;matearilly;3;1;4;47;516;arillate;materially;arillate;arillate;arilli
materially;mateiraly;8;2;10;246;218;material;alimentary;irately;mate;mate
materially;mateirialy;4;8;1;4;6;material;materiality;materially;material;material
materially;matenaly;37;223;14;377;327;maternal;allayment;maternally;catena;catena
materially;materaili;20;95;609;88;51;material;marialite;illiterate;mater;derailing
materially;materally;3;2;2;8;18;laterally;malapertly;laterally;laterally;laterally
materially;materaly;16;4;3;106;68;laterally;alimentary;laterally;lateral;lateral
materially;materealery;12;91;107;96;67;interdealer;araeometer;maleate;realer;realer
materially;materely;14;295;26;69;37;austerely;lameter;relater;mater;mater
materially;material;4;27;5;5;5;material;armalite;material;material;material
materially;materialey;3;3;5;5;5;material;alimentary;material;material;material
materially;materialily;7;2;1;15;25;materiality;immaterially;materially;material;material
materially;materialling;1;167;7;1;1;materially;martialling;materialising;materially;materially
materially;materialty;3;6;6;5;5;material;materiality;material;material;material
materially;materialy;3;2;1;5;5;material;alimentary;materially;material;material
materially;materiary;3;27;10;5;5;material;airstream;materia;materia;materia
materially;materielly;3;6;3;3;13;materiel;elementarily;materiel;materiel;materiel
materially;materilay;4;2;48;10;9;material;alimentary;dilater;materia;materia
materially;materiley;5;61;23;12;11;materiel;eremital;materia;materia;materia
materially;materili;9;643;43;12;11;material;literatim;materia;materia;materia
materially;materily;5;11;2;11;9;material;altimetry;materia;materia;materia
materially;materiolty;7;193;38;11;10;material;temporality;mariolater;materia;materia
materially;materley;11;295;171;57;38;waterless;lameter;chatterley;mater;mater
materially;materly;99772;99;10;53;35;mater;bartlemy;mater;mater;mater
materially;matiallity;25;47;105;80;851;spatiality;amitotically;spatiality;spatiality;kallitype
materially;matieraley;607;3;417;7368;99545;floatier;alimentary;matier;matier;matier
materially;matierally;13;1;8;108;951;laterally;materially;erratically;matier;matier
materially;matieraly;514;2;31;6699;99547;floatier;alimentary;matier;matier;matier
materially;matierial;4;95;8;10;46;material;marialite;material;matier;matier
materially;matierially;1;2;1;1;5;materially;immaterially;materially;materially;aerially
materially;matirally;7;3;52;81;678;spirally;maritally;piratically;spirally;spirally
materially;matiraly;265;8;170;3952;99353;retirals;admiralty;piratically;retiral;retiral
materially;matirial;8;270;13;25;415;material;impartial;primatial;satiric;satiric
materially;matiriale;10;95;16;22;427;material;marialite;primatial;satiric;satiric
materially;matirially;1;6;1;1;5;materially;impartially;materially;materially;aerially
materially;matirialy;8;38;2;22;434;material;limitary;primatial;satiric;satiric
materially;matrial;99500;118;24;68;438;atrial;marital;atrial;atrial;atrial
materially;matrially;1;3;1;2;18;materially;maritally;materially;atrial;atrial
materially;matrielly;30;1;8;313;99184;materiel;materially;materiel;matric;matric
materially;matryly;99114;216;158;1237;98944;matily;mayoralty;matronly;dryly;matryoshka
materially;matterally;5;4;2;31;1336;laterally;laterality;laterally;laterally;laterally
materially;matterially;1;2;1;1;1;materially;laterality;materially;materially;materially
materially;matterialy;4;6;1;7;40;material;materiality;materially;hatteria;hatteria
materially;matuarry;229;714;4607;1987;98974;statuary;dramaturgy;marry;quarry;quarry
materially;matural;99425;952;936;2639;99232;natural;alarum;natural;natural;natural
materially;maturally;45;9;52;181;759;naturally;maritally;naturally;naturally;naturally
materially;matureally;22;2;54;117;810;maturely;malapertly;maturely;mature;mature
materially;maturially;1;3;1;2;13;materially;maritally;materially;haematuria;haematuria
materially;meaterley;77;506;2186;605;561;chatterley;elementary;bleater;eater;eater
materially;meatiaraly;99518;2;239;104782;99086;paralyzation;alimentary;meatily;tiara;tiara
materially;meatirly;99332;11;5364;103346;98982;meatiest;altimetry;meatily;meatier;meatier
materially;merteaoly;99106;1028;972;100839;98922;nemertea;moderately;nemertea;nemertea;nemertea
materially;merteirely;99247;868;2051;101421;98958;entirely;pyrheliometer;merely;direly;direly
materially;merterially;1;11;1;1;1;materially;artillery;materially;materially;materially
materially;merteriely;131;868;287;895;717;materiel;pyrheliometer;merrier;arteries;arteries
materially;merterly;622;1250;932;5242;99068;porterly;murrelet;porterly;porterly;porterly
materially;mertillary;99449;3;12939;102947;99364;fritillary;artillery;artillery;fritillary;fritillary
materially;mertilly;100;1;970;3951;99143;abertilly;materially;abertilly;abertilly;abertilly
materially;mertily;99790;61;5502;101062;99027;artily;milter;artily;artily;artily
materially;mertley;99580;870;37947;100484;98908;alertly;remotely;alertly;hartley;hartley
materially;mertrely;99175;1250;8648;101561;98937;demurely;murrelet;merely;merely;rely
materially;meteraily;539;61;2233;6737;99484;diameter;eremital;meter;meter;meter
materially;meterally;37;22;49;231;1255;laterally;tremella;eternally;laterally;laterally
materially;meterealy;640;506;421;7341;99683;unmetered;elementary;metered;metered;metered
materially;meterely;841;1341;2462;6614;99583;austerely;extremely;merely;metered;metered
materially;meterially;1;6;1;1;1;materially;elementarily;materially;materially;materially
materially;meterialy;7;61;3;23;14;osmeteria;eremital;osmeteria;osmeteria;osmeteria
materially;metiarialy;45;8;211;581;500;marialite;materiality;diarial;diarial;diarial
